Channel,Timestamp,X,Y,Z
0,1822580507,0.168,0.371,-0.888
0,1822580651,0.173,0.373,-0.895
0,1822580796,0.17,0.377,-0.9
0,1822582387,0.219,0.412,-0.902
0,1822581808,0.195,0.4,-0.884
0,1822581953,0.202,0.405,-0.881
0,1822582097,0.206,0.404,-0.883
0,1822582242,0.213,0.404,-0.885
0,1822583832,0.255,0.424,-0.891
0,1822583254,0.242,0.424,-0.903
0,1822583399,0.249,0.423,-0.895
0,1822583543,0.252,0.429,-0.886
0,1822583688,0.259,0.449,-0.846
0,1822585279,0.279,0.457,-0.854
0,1822584700,0.291,0.433,-0.856
0,1822584845,0.298,0.439,-0.85
0,1822584989,0.298,0.448,-0.845
0,1822585134,0.288,0.461,-0.832
0,1822586724,0.283,0.46,-0.836
0,1822586146,0.298,0.459,-0.853
0,1822586291,0.295,0.462,-0.838
0,1822586435,0.29,0.458,-0.832
0,1822588025,0.281,0.446,-0.82
0,1822588170,0.281,0.446,-0.818
0,1822587591,0.294,0.448,-0.83
0,1822587736,0.28,0.444,-0.829
0,1822587881,0.278,0.442,-0.838
0,1822589471,0.249,0.419,-0.849
0,1822589616,0.238,0.409,-0.856
2,1822580413,2.361,-0.501,0.372
2,1822580558,2.372,-0.501,0.372
2,1822580702,2.379,-0.501,0.38
2,1822582292,2.278,-0.447,0.327
2,1822582437,2.247,-0.435,0.315
2,1822581858,2.347,-0.49,0.347
2,1822582003,2.315,-0.474,0.351
2,1822582148,2.294,-0.465,0.224
2,1822583738,1.765,-0.224,0.201
2,1822583882,1.688,-0.181,0.183
2,1822583304,1.947,-0.279,0.269
2,1822583449,1.893,-0.262,0.25
2,1822583593,1.832,0.081,-0.016
2,1822585183,1.008,0.119,-0.025
2,1822585328,0.942,0.128,-0.034
2,1822584750,1.248,-0.014,0.048
2,1822584894,1.179,0.026,0.011
2,1822585039,0.363,0.28,-0.303
2,1822586629,0.288,0.298,-0.295
2,1822586773,0.245,0.32,-0.313
2,1822586195,0.503,0.264,-0.234
2,1822586340,0.442,0.253,-0.29
2,1822587929,-0.217,0.406,-0.477
2,1822588074,-0.243,0.389,-0.506
2,1822588218,-0.278,0.39,-0.542
2,1822587640,-0.109,0.387,-0.489
2,1822587785,-0.167,0.399,-0.48
2,1822589375,-0.452,0.404,-0.525
2,1822589519,-0.459,0.416,-0.528
2,1822589664,-0.471,0.432,-0.505
0,1822589037,0.26,0.424,-0.827
0,1822589182,0.257,0.42,-0.837
0,1822589326,0.254,0.422,-0.847
0,1822590917,0.214,0.383,-0.839
0,1822591062,0.203,0.379,-0.838
0,1822590483,0.24,0.39,-0.85
0,1822590628,0.232,0.384,-0.851
0,1822590772,0.224,0.357,-0.834
0,1822592363,0.177,0.355,-0.846
0,1822592507,0.168,0.353,-0.864
0,1822591929,0.194,0.364,-0.82
0,1822592074,0.185,0.359,-0.83
0,1822592218,0.152,0.338,-0.836
0,1822593809,0.149,0.343,-0.848
0,1822593953,0.145,0.35,-0.857
0,1822593375,0.164,0.34,-0.837
0,1822593519,0.159,0.344,-0.836
0,1822595110,0.148,0.344,-0.872
0,1822595254,0.148,0.344,-0.876
0,1822595399,0.135,0.34,-0.874
0,1822594821,0.138,0.339,-0.889
0,1822594965,0.138,0.339,-0.891
0,1822596555,0.155,0.358,-0.882
0,1822596700,0.157,0.364,-0.875
0,1822596844,0.162,0.363,-0.88
0,1822596266,0.151,0.35,-0.889
0,1822596410,0.151,0.355,-0.895
0,1822598001,0.187,0.394,-0.898
0,1822598146,0.193,0.397,-0.901
0,1822598290,0.195,0.394,-0.89
2,1822589085,-0.439,0.409,-0.539
2,1822589230,-0.448,0.399,-0.343
2,1822590820,-0.286,0.391,-0.323
2,1822590965,-0.248,0.371,-0.28
2,1822591109,-0.197,0.345,-0.227
2,1822590531,-0.356,0.385,-0.351
2,1822590675,-0.319,0.266,-0.016
2,1822592266,0.252,0.244,0.021
2,1822592410,0.331,0.213,0.056
2,1822592555,0.412,0.188,0.089
2,1822591976,0.122,0.28,-0.039
2,1822592121,0.935,0.043,0.257
2,1822593711,1.009,0.014,0.29
2,1822593855,1.088,-0.016,0.303
2,1822594000,1.165,-0.029,0.295
2,1822593422,0.858,0.076,0.229
2,1822595012,1.684,-0.24,0.336
2,1822595156,1.753,-0.245,0.328
2,1822595301,1.815,-0.252,0.333
2,1822595445,1.877,-0.302,0.356
2,1822594867,1.623,-0.222,0.328
2,1822596457,2.224,-0.441,0.369
2,1822596602,2.263,-0.484,0.357
2,1822596746,2.3,-0.516,0.358
2,1822596891,2.334,-0.524,0.366
2,1822596313,2.177,-0.412,0.362
2,1822597902,2.415,-0.534,0.365
2,1822598047,2.404,-0.519,0.37
2,1822598191,2.398,-0.516,0.37
2,1822598336,2.387,-0.504,0.354
0,1822597712,0.166,0.382,-0.902
0,1822597856,0.175,0.414,-0.925
0,1822599447,0.217,0.418,-0.931
0,1822599591,0.216,0.418,-0.931
0,1822599736,0.219,0.425,-0.918
0,1822599158,0.216,0.411,-0.914
0,1822599302,0.257,0.441,-0.9
0,1822600893,0.256,0.434,-0.898
0,1822601037,0.271,0.439,-0.883
0,1822601182,0.278,0.445,-0.866
0,1822600603,0.257,0.428,-0.895
0,1822602194,0.276,0.458,-0.864
0,1822602339,0.277,0.458,-0.868
0,1822602483,0.287,0.461,-0.865
0,1822602628,0.29,0.458,-0.856
0,1822602772,0.295,0.458,-0.857
0,1822602917,0.301,0.461,-0.849
0,1822603062,0.292,0.461,-0.838
0,1822603206,0.285,0.464,-0.833
0,1822603351,0.28,0.463,-0.83
0,1822604218,0.292,0.445,-0.837
0,1822604363,0.286,0.442,-0.83
0,1822604507,0.287,0.44,-0.824
0,1822604652,0.281,0.444,-0.82
0,1822604797,0.282,0.446,-0.823
0,1822605664,0.255,0.429,-0.83
0,1822605809,0.257,0.424,-0.838
0,1822605953,0.254,0.422,-0.842
0,1822606098,0.256,0.418,-0.853
0,1822606242,0.24,0.415,-0.861
2,1822597758,2.415,-0.541,0.319
2,1822599347,2.169,-0.405,0.321
2,1822599491,2.12,-0.374,0.311
2,1822599636,2.066,-0.332,0.289
2,1822599781,2.018,-0.304,0.278
2,1822599202,2.217,-0.148,0.169
2,1822600792,1.563,-0.109,0.156
2,1822600937,1.501,-0.084,0.128
2,1822601081,1.435,-0.059,0.102
2,1822601225,1.359,-0.045,0.092
2,1822602092,0.893,0.134,-0.07
2,1822602237,0.828,0.136,-0.129
2,1822602381,0.762,0.155,-0.168
2,1822602526,0.688,0.198,-0.167
2,1822602670,0.609,0.225,-0.174
2,1822602815,0.531,0.262,-0.219
2,1822602960,0.462,0.259,-0.28
2,1822603104,0.391,0.273,-0.3
2,1822603249,0.311,0.303,-0.29
2,1822603393,0.255,0.303,-0.313
2,1822604260,-0.092,0.383,-0.481
2,1822604405,-0.149,0.398,-0.48
2,1822604549,-0.202,0.411,-0.469
2,1822604694,-0.232,0.389,-0.493
2,1822604838,-0.261,0.382,-0.537
2,1822605706,-0.434,0.417,-0.544
2,1822605850,-0.444,0.396,-0.526
2,1822605995,-0.448,0.395,-0.516
2,1822606140,-0.457,0.411,-0.525
2,1822606284,-0.468,0.434,-0.515
0,1822607110,0.235,0.392,-0.846
0,1822607255,0.226,0.388,-0.849
0,1822607399,0.221,0.388,-0.844
0,1822607544,0.213,0.387,-0.844
0,1822607688,0.202,0.385,-0.847
0,1822608556,0.201,0.359,-0.819
0,1822608700,0.194,0.36,-0.831
0,1822608845,0.181,0.358,-0.839
0,1822608989,0.171,0.357,-0.848
0,1822610580,0.138,0.343,-0.866
0,1822610001,0.158,0.337,-0.838
0,1822610146,0.15,0.334,-0.84
0,1822610290,0.151,0.337,-0.837
0,1822610435,0.145,0.344,-0.85
0,1822612025,0.138,0.341,-0.87
0,1822611447,0.135,0.338,-0.893
0,1822611592,0.145,0.337,-0.883
0,1822611736,0.151,0.333,-0.877
0,1822611881,0.142,0.339,-0.878
0,1822613471,0.16,0.367,-0.876
0,1822612893,0.151,0.353,-0.904
0,1822613038,0.152,0.352,-0.893
0,1822613182,0.149,0.356,-0.881
0,1822613327,0.153,0.39,-0.889
0,1822614917,0.192,0.385,-0.89
0,1822614339,0.172,0.379,-0.906
0,1822614484,0.175,0.383,-0.904
0,1822614628,0.177,0.391,-0.896
0,1822614773,0.189,0.42,-0.928
0,1822616363,0.219,0.421,-0.923
2,1822607151,-0.36,0.389,-0.364
2,1822607296,-0.328,0.392,-0.344
2,1822607441,-0.293,0.392,-0.336
2,1822607585,-0.262,0.382,-0.3
2,1822607730,-0.22,0.352,-0.243
2,1822608597,0.105,0.281,-0.037
2,1822608742,0.175,0.273,-0.022
2,1822608886,0.247,0.255,0.006
2,1822610476,1.061,-0.013,0.3
2,1822610620,1.137,-0.027,0.294
2,1822610042,0.826,0.092,0.217
2,1822610187,0.915,0.054,0.244
2,1822610331,0.984,0.022,0.332
2,1822611921,1.798,-0.252,0.333
2,1822612066,1.855,-0.282,0.35
2,1822611488,1.609,-0.223,0.328
2,1822611632,1.66,-0.242,0.336
2,1822611777,1.728,-0.25,0.356
2,1822613366,2.292,-0.506,0.354
2,1822613511,2.32,-0.515,0.367
2,1822612933,2.166,-0.407,0.372
2,1822613077,2.21,-0.426,0.372
2,1822613222,2.255,-0.525,0.373
2,1822614812,2.397,-0.519,0.376
2,1822614957,2.387,-0.512,0.36
2,1822614379,2.408,-0.54,0.369
2,1822614523,2.414,-0.532,0.361
2,1822614668,2.411,-0.382,0.317
2,1822616257,2.085,-0.342,0.299
2,1822616402,2.03,-0.308,0.274
0,1822615785,0.214,0.411,-0.913
0,1822615929,0.214,0.414,-0.92
0,1822616074,0.216,0.415,-0.928
0,1822616218,0.267,0.44,-0.882
0,1822617809,0.276,0.439,-0.874
0,1822617230,0.257,0.427,-0.9
0,1822617375,0.258,0.432,-0.903
0,1822617519,0.262,0.436,-0.894
0,1822619110,0.285,0.461,-0.867
0,1822619254,0.296,0.46,-0.865
0,1822618676,0.282,0.458,-0.856
0,1822618821,0.282,0.457,-0.86
0,1822618965,0.281,0.46,-0.868
0,1822620555,0.296,0.452,-0.841
0,1822620700,0.299,0.451,-0.84
0,1822620122,0.285,0.459,-0.832
0,1822620266,0.29,0.46,-0.842
0,1822620411,0.297,0.455,-0.82
0,1822622001,0.274,0.428,-0.816
0,1822622146,0.267,0.428,-0.818
0,1822621567,0.283,0.443,-0.825
0,1822621712,0.281,0.436,-0.827
0,1822621857,0.279,0.401,-0.864
0,1822623447,0.231,0.395,-0.865
0,1822623592,0.234,0.391,-0.858
0,1822623013,0.233,0.41,-0.862
0,1822623158,0.235,0.41,-0.868
0,1822623303,0.233,0.369,-0.831
0,1822624892,0.207,0.365,-0.825
0,1822625037,0.205,0.363,-0.817
2,1822615824,2.228,-0.428,0.321
2,1822615968,2.183,-0.412,0.321
2,1822616113,1.518,-0.084,0.132
2,1822617702,1.458,-0.063,0.114
2,1822617847,1.386,-0.051,0.099
2,1822617269,1.659,-0.166,0.176
2,1822617413,1.589,-0.115,0.159
2,1822619003,0.78,0.138,-0.162
2,1822619148,0.71,0.19,-0.174
2,1822619292,0.627,0.219,-0.172
2,1822618714,0.916,0.133,-0.056
2,1822618859,0.846,0.137,-0.385
2,1822620449,0.093,0.34,-0.397
2,1822620593,0.016,0.351,-0.404
2,1822620738,-0.038,0.357,-0.437
2,1822620160,0.233,0.324,-0.345
2,1822620304,0.169,0.332,-0.537
2,1822621894,-0.383,0.422,-0.519
2,1822622039,-0.401,0.44,-0.531
2,1822622183,-0.408,0.434,-0.55
2,1822621605,-0.291,0.393,-0.549
2,1822621750,-0.341,0.442,-0.463
2,1822623339,-0.44,0.418,-0.453
2,1822623484,-0.406,0.38,-0.447
2,1822623629,-0.382,0.363,-0.423
2,1822623050,-0.47,0.437,-0.493
2,1822623195,-0.461,0.313,-0.195
2,1822624785,-0.071,0.317,-0.185
2,1822624930,-0.03,0.319,-0.14
2,1822625074,0.019,0.307,-0.086
0,1822624459,0.2,0.376,-0.841
0,1822624603,0.204,0.371,-0.837
0,1822624748,0.169,0.343,-0.854
0,1822626338,0.164,0.341,-0.847
0,1822626482,0.163,0.336,-0.847
0,1822625904,0.17,0.351,-0.862
0,1822626049,0.171,0.348,-0.863
0,1822627639,0.137,0.343,-0.888
0,1822627783,0.136,0.341,-0.888
0,1822627928,0.133,0.337,-0.891
0,1822627350,0.143,0.343,-0.87
0,1822627494,0.135,0.341,-0.879
0,1822629085,0.139,0.345,-0.889
0,1822629229,0.143,0.345,-0.899
0,1822629374,0.148,0.349,-0.902
0,1822628795,0.138,0.339,-0.872
0,1822628940,0.137,0.344,-0.884
0,1822630530,0.167,0.373,-0.889
0,1822630675,0.167,0.372,-0.897
0,1822630819,0.166,0.374,-0.903
0,1822630241,0.162,0.365,-0.879
0,1822630386,0.165,0.397,-0.882
0,1822631976,0.203,0.402,-0.882
0,1822632120,0.205,0.403,-0.881
0,1822632265,0.208,0.407,-0.885
0,1822631687,0.198,0.394,-0.885
0,1822631831,0.198,0.431,-0.904
0,1822633421,0.242,0.427,-0.896
0,1822633566,0.246,0.429,-0.891
0,1822633711,0.255,0.434,-0.889
2,1822624496,-0.181,0.333,-0.21
2,1822626086,0.5,0.172,0.125
2,1822626231,0.563,0.158,0.155
2,1822626375,0.637,0.148,0.19
2,1822626520,0.717,0.134,0.21
2,1822625942,0.437,0.187,0.096
2,1822627531,1.263,-0.038,0.311
2,1822627676,1.343,-0.072,0.333
2,1822627821,1.438,-0.134,0.343
2,1822627965,1.516,-0.185,0.333
2,1822627387,1.189,-0.031,0.364
2,1822628977,1.967,-0.368,0.367
2,1822629122,2.027,-0.404,0.353
2,1822629266,2.079,-0.406,0.336
2,1822629411,2.118,-0.405,0.349
2,1822628832,1.892,-0.315,0.369
2,1822630423,2.362,-0.499,0.371
2,1822630567,2.382,-0.5,0.37
2,1822630712,2.38,-0.504,0.38
2,1822630856,2.382,-0.514,0.379
2,1822630278,2.343,-0.509,0.346
2,1822631868,2.342,-0.499,0.341
2,1822632013,2.323,-0.48,0.345
2,1822632157,2.305,-0.463,0.346
2,1822632302,2.279,-0.447,0.331
2,1822631724,2.368,-0.292,0.267
2,1822633314,1.944,-0.276,0.258
2,1822633458,1.889,-0.261,0.25
2,1822633603,1.825,-0.249,0.228
2,1822633748,1.763,-0.219,0.197
0,1822633132,0.225,0.426,-0.917
0,1822633277,0.233,0.442,-0.856
0,1822634867,0.293,0.444,-0.853
0,1822635012,0.296,0.446,-0.844
0,1822635156,0.293,0.449,-0.846
0,1822634578,0.277,0.443,-0.866
0,1822636168,0.294,0.462,-0.865
0,1822636313,0.29,0.462,-0.854
0,1822636457,0.293,0.46,-0.841
0,1822636602,0.294,0.456,-0.838
0,1822636024,0.3,0.458,-0.864
0,1822637614,0.287,0.446,-0.83
0,1822637758,0.283,0.447,-0.828
0,1822637903,0.281,0.446,-0.83
0,1822638047,0.282,0.442,-0.825
0,1822638192,0.278,0.444,-0.823
0,1822638336,0.279,0.442,-0.822
0,1822638481,0.275,0.441,-0.82
0,1822638626,0.269,0.435,-0.817
0,1822638770,0.272,0.433,-0.817
0,1822639637,0.244,0.41,-0.867
0,1822639782,0.235,0.408,-0.869
0,1822639927,0.234,0.408,-0.858
0,1822640071,0.232,0.404,-0.847
0,1822640216,0.233,0.391,-0.838
0,1822641083,0.205,0.381,-0.844
0,1822641228,0.204,0.379,-0.836
0,1822641372,0.199,0.37,-0.828
0,1822641517,0.203,0.367,-0.819
0,1822641661,0.203,0.365,-0.844
2,1822633169,1.996,-0.042,0.077
2,1822634760,1.25,-0.016,0.044
2,1822634904,1.173,0.032,0.008
2,1822635049,1.089,0.085,-0.015
2,1822635193,1.004,0.123,-0.027
2,1822636061,0.568,0.239,-0.191
2,1822636205,0.504,0.263,-0.238
2,1822636350,0.431,0.251,-0.289
2,1822636494,0.356,0.283,-0.302
2,1822636639,0.282,0.29,-0.298
2,1822637506,-0.064,0.375,-0.466
2,1822637650,-0.115,0.385,-0.487
2,1822637795,-0.171,0.404,-0.474
2,1822637940,-0.219,0.398,-0.472
2,1822638084,-0.244,0.381,-0.508
2,1822638229,-0.276,0.385,-0.545
2,1822638373,-0.331,0.397,-0.538
2,1822638518,-0.374,0.418,-0.517
2,1822638663,-0.396,0.434,-0.523
2,1822638807,-0.411,0.433,-0.546
2,1822639674,-0.47,0.436,-0.505
2,1822639819,-0.467,0.444,-0.471
2,1822639964,-0.444,0.425,-0.457
2,1822640108,-0.412,0.385,-0.163
2,1822641698,0.01,0.313,-0.108
2,1822641120,-0.201,0.339,-0.227
2,1822641264,-0.134,0.315,-0.196
2,1822641409,-0.083,0.314,-0.183
2,1822641554,-0.041,0.318,0.181
2,1822643144,0.689,0.136,0.206
0,1822642529,0.164,0.349,-0.862
0,1822642673,0.163,0.345,-0.859
0,1822642818,0.16,0.344,-0.86
0,1822642962,0.159,0.343,-0.851
0,1822643107,0.164,0.347,-0.897
0,1822643974,0.145,0.342,-0.866
0,1822644119,0.14,0.346,-0.876
0,1822644263,0.138,0.344,-0.889
0,1822644408,0.133,0.344,-0.895
0,1822644553,0.127,0.347,-0.902
0,1822645420,0.133,0.344,-0.878
0,1822645564,0.132,0.345,-0.879
0,1822645709,0.138,0.35,-0.892
0,1822645854,0.141,0.346,-0.903
0,1822645998,0.173,0.377,-0.901
0,1822646866,0.156,0.363,-0.877
0,1822647011,0.159,0.365,-0.881
0,1822647155,0.168,0.37,-0.889
0,1822647300,0.173,0.37,-0.901
0,1822648890,0.207,0.411,-0.888
0,1822648312,0.196,0.389,-0.891
0,1822648456,0.199,0.395,-0.886
0,1822648601,0.2,0.399,-0.888
0,1822648746,0.203,0.404,-0.882
0,1822650336,0.26,0.434,-0.892
0,1822649758,0.232,0.422,-0.918
0,1822649902,0.231,0.428,-0.911
0,1822650047,0.244,0.429,-0.898
0,1822650191,0.258,0.428,-0.845
0,1822651782,0.29,0.452,-0.846
2,1822642566,0.414,0.191,0.089
2,1822642710,0.481,0.181,0.106
2,1822642855,0.548,0.161,0.144
2,1822642999,0.623,-0.122,0.333
2,1822644590,1.494,-0.174,0.331
2,1822644011,1.17,-0.026,0.292
2,1822644156,1.236,-0.035,0.309
2,1822644300,1.318,-0.062,0.324
2,1822644445,1.41,-0.42,0.338
2,1822646035,2.106,-0.406,0.344
2,1822645457,1.872,-0.302,0.357
2,1822645601,1.938,-0.354,0.362
2,1822645746,2.005,-0.406,0.353
2,1822647337,2.378,-0.504,0.374
2,1822647481,2.385,-0.517,0.373
2,1822646903,2.335,-0.516,0.37
2,1822647047,2.356,-0.5,0.37
2,1822647192,2.371,-0.496,0.371
2,1822648782,2.309,-0.469,0.351
2,1822648927,2.286,-0.452,0.337
2,1822648349,2.371,-0.509,0.358
2,1822648493,2.359,-0.493,0.351
2,1822648638,2.329,-0.474,0.252
2,1822650228,1.845,-0.256,0.231
2,1822650373,1.779,-0.231,0.21
2,1822649795,2.004,-0.301,0.271
2,1822649939,1.96,-0.282,0.266
2,1822650084,1.908,-0.271,0.014
2,1822651674,1.113,0.067,-0.013
2,1822651819,1.031,0.116,-0.024
0,1822651203,0.275,0.441,-0.871
0,1822651348,0.284,0.44,-0.862
0,1822651493,0.294,0.442,-0.851
0,1822651637,0.296,0.466,-0.839
0,1822653227,0.286,0.458,-0.828
0,1822652649,0.295,0.463,-0.864
0,1822652794,0.297,0.458,-0.857
0,1822652938,0.3,0.466,-0.847
0,1822653083,0.291,0.446,-0.824
0,1822654673,0.281,0.444,-0.826
0,1822654095,0.292,0.449,-0.838
0,1822654239,0.287,0.447,-0.837
0,1822654384,0.28,0.449,-0.83
0,1822654529,0.253,0.421,-0.838
0,1822656119,0.246,0.417,-0.859
0,1822655541,0.266,0.432,-0.811
0,1822655685,0.26,0.429,-0.822
0,1822655830,0.258,0.42,-0.829
0,1822657420,0.22,0.387,-0.846
0,1822657565,0.203,0.385,-0.843
0,1822656987,0.242,0.391,-0.848
0,1822657131,0.234,0.387,-0.846
0,1822657276,0.227,0.389,-0.846
0,1822658866,0.174,0.362,-0.834
0,1822659011,0.169,0.358,-0.847
0,1822658432,0.199,0.368,-0.822
0,1822658577,0.196,0.364,-0.822
0,1822658721,0.188,0.36,-0.835
0,1822660312,0.152,0.338,-0.84
0,1822660457,0.144,0.336,-0.85
2,1822651240,1.344,-0.054,0.086
2,1822651385,1.268,-0.024,0.052
2,1822651529,1.193,0.26,-0.28
2,1822653120,0.382,0.275,-0.296
2,1822653264,0.306,0.296,-0.295
2,1822652686,0.591,0.228,-0.172
2,1822652830,0.517,0.258,-0.222
2,1822652975,0.458,0.401,-0.487
2,1822654566,-0.203,0.404,-0.471
2,1822654710,-0.232,0.389,-0.492
2,1822654132,-0.049,0.37,-0.448
2,1822654276,-0.092,0.388,-0.485
2,1822654421,-0.447,0.394,-0.524
2,1822656012,-0.448,0.396,-0.521
2,1822656156,-0.454,0.413,-0.527
2,1822655578,-0.424,0.433,-0.551
2,1822655722,-0.44,0.412,-0.543
2,1822657313,-0.336,0.396,-0.346
2,1822657457,-0.294,0.392,-0.33
2,1822657602,-0.255,0.377,-0.289
2,1822657024,-0.382,0.372,-0.396
2,1822657168,-0.365,0.386,-0.365
2,1822658758,0.186,0.265,-0.02
2,1822658903,0.247,0.245,0.01
2,1822659048,0.32,0.221,0.053
2,1822658469,0.047,0.297,-0.077
2,1822658614,0.111,0.278,0.219
2,1822660205,0.923,0.047,0.246
2,1822660349,0.994,0.01,0.283
2,1822660494,1.07,-0.013,0.303
0,1822659878,0.164,0.341,-0.843
0,1822660023,0.161,0.342,-0.833
0,1822660168,0.156,0.337,-0.884
0,1822661758,0.149,0.344,-0.875
0,1822661903,0.145,0.343,-0.871
0,1822661324,0.127,0.339,-0.895
0,1822661469,0.131,0.335,-0.888
0,1822661613,0.146,0.353,-0.889
0,1822663204,0.15,0.358,-0.881
0,1822663349,0.15,0.361,-0.877
0,1822662770,0.15,0.349,-0.897
0,1822662915,0.152,0.352,-0.895
0,1822663060,0.151,0.384,-0.902
0,1822664650,0.176,0.394,-0.894
0,1822664795,0.188,0.391,-0.892
0,1822664216,0.163,0.377,-0.9
0,1822664361,0.168,0.375,-0.901
0,1822664505,0.216,0.42,-0.923
0,1822666096,0.22,0.421,-0.934
0,1822666241,0.225,0.424,-0.923
0,1822665662,0.207,0.417,-0.892
0,1822665807,0.216,0.419,-0.905
0,1822667398,0.263,0.439,-0.903
0,1822667542,0.26,0.435,-0.9
0,1822667687,0.261,0.436,-0.894
0,1822667108,0.264,0.432,-0.89
0,1822667253,0.262,0.427,-0.899
0,1822668843,0.279,0.464,-0.863
0,1822668988,0.282,0.461,-0.865
0,1822669133,0.287,0.461,-0.868
2,1822659915,0.749,0.124,0.204
2,1822660060,0.839,-0.222,0.336
2,1822661650,1.67,-0.24,0.343
2,1822661795,1.736,-0.242,0.335
2,1822661940,1.8,-0.25,0.34
2,1822661361,1.543,-0.197,0.327
2,1822661506,1.613,-0.415,0.379
2,1822663096,2.216,-0.437,0.374
2,1822663241,2.258,-0.474,0.361
2,1822663386,2.29,-0.51,0.357
2,1822662807,2.133,-0.411,0.36
2,1822662952,2.167,-0.535,0.367
2,1822664542,2.42,-0.53,0.365
2,1822664687,2.415,-0.519,0.378
2,1822664831,2.395,-0.52,0.377
2,1822664253,2.399,-0.526,0.38
2,1822664398,2.217,-0.43,0.324
2,1822665988,2.175,-0.416,0.317
2,1822666133,2.128,-0.385,0.307
2,1822666278,2.077,-0.341,0.3
2,1822665699,2.268,-0.443,0.333
2,1822667290,1.654,-0.158,0.178
2,1822667434,1.576,-0.11,0.163
2,1822667579,1.52,-0.086,0.136
2,1822667724,1.455,-0.068,0.107
2,1822667145,1.729,-0.213,-0.027
2,1822668736,0.908,0.133,-0.062
2,1822668880,0.843,0.14,-0.116
2,1822669025,0.784,0.147,-0.163
2,1822669169,0.708,0.198,-0.166
0,1822668554,0.28,0.452,-0.85
0,1822668699,0.275,0.462,-0.836
0,1822670289,0.289,0.464,-0.839
0,1822670434,0.295,0.46,-0.841
0,1822670578,0.3,0.452,-0.841
0,1822670723,0.299,0.446,-0.837
0,1822670867,0.293,0.443,-0.839
0,1822671012,0.289,0.441,-0.836
0,1822671156,0.284,0.446,-0.828
0,1822671301,0.281,0.446,-0.826
0,1822672168,0.269,0.434,-0.82
0,1822672312,0.26,0.434,-0.818
0,1822672457,0.26,0.429,-0.821
0,1822672601,0.262,0.421,-0.833
0,1822672746,0.258,0.42,-0.844
0,1822673613,0.233,0.389,-0.848
0,1822673757,0.236,0.393,-0.844
0,1822673902,0.232,0.391,-0.849
0,1822674046,0.225,0.388,-0.845
0,1822674191,0.219,0.385,-0.839
0,1822675058,0.201,0.371,-0.827
0,1822675202,0.2,0.366,-0.825
0,1822675347,0.189,0.361,-0.829
0,1822675492,0.18,0.361,-0.83
0,1822675636,0.173,0.358,-0.842
0,1822676503,0.165,0.346,-0.849
0,1822676648,0.163,0.345,-0.844
0,1822676792,0.156,0.338,-0.843
0,1822676937,0.151,0.339,-0.844
0,1822677082,0.149,0.341,-0.85
2,1822668591,0.983,0.124,-0.315
2,1822670181,0.221,0.325,-0.35
2,1822670326,0.164,0.335,-0.386
2,1822670471,0.086,0.34,-0.403
2,1822670615,0.01,0.354,-0.41
2,1822670760,-0.039,0.366,-0.437
2,1822670904,-0.078,0.385,-0.469
2,1822671049,-0.132,0.402,-0.479
2,1822671193,-0.191,0.412,-0.468
2,1822671338,-0.223,0.396,-0.531
2,1822672205,-0.408,0.439,-0.553
2,1822672349,-0.433,0.421,-0.552
2,1822672494,-0.445,0.394,-0.53
2,1822672638,-0.45,0.395,-0.521
2,1822672783,-0.454,0.376,-0.299
2,1822673650,-0.381,0.367,-0.418
2,1822673794,-0.371,0.377,-0.379
2,1822673939,-0.336,0.394,-0.355
2,1822674083,-0.298,0.396,-0.338
2,1822674228,0.3,0.233,0.042
2,1822675095,0.027,0.307,-0.09
2,1822675239,0.087,0.288,-0.049
2,1822675384,0.156,0.271,-0.026
2,1822675529,0.228,0.257,0.004
2,1822677119,1.051,0,0.3
2,1822676540,0.725,0.134,0.208
2,1822676685,0.81,0.097,0.223
2,1822676829,0.898,0.053,0.245
2,1822676974,0.975,0.026,0.278
2,1822678564,1.781,-0.251,0.339
0,1822677949,0.142,0.341,-0.892
0,1822678094,0.137,0.338,-0.895
0,1822678238,0.138,0.338,-0.891
0,1822678383,0.146,0.344,-0.88
0,1822678527,0.144,0.344,-0.874
0,1822679394,0.15,0.348,-0.902
0,1822679539,0.155,0.35,-0.898
0,1822679683,0.154,0.351,-0.89
0,1822679828,0.151,0.355,-0.884
0,1822679972,0.146,0.359,-0.895
0,1822680839,0.165,0.377,-0.907
0,1822680984,0.167,0.382,-0.903
0,1822681129,0.176,0.383,-0.9
0,1822681273,0.179,0.392,-0.896
0,1822681418,0.184,0.395,-0.932
0,1822682285,0.213,0.415,-0.895
0,1822682429,0.211,0.417,-0.904
0,1822682574,0.214,0.418,-0.919
0,1822682718,0.213,0.412,-0.931
0,1822682863,0.219,0.44,-0.884
0,1822683730,0.256,0.425,-0.894
0,1822683875,0.255,0.423,-0.895
0,1822684019,0.258,0.434,-0.893
0,1822684164,0.257,0.44,-0.89
0,1822684308,0.292,0.458,-0.862
0,1822685176,0.281,0.449,-0.845
0,1822685320,0.277,0.454,-0.851
0,1822685465,0.278,0.462,-0.858
0,1822685609,0.283,0.459,-0.862
0,1822687199,0.296,0.455,-0.838
2,1822677986,1.524,-0.189,0.336
2,1822678131,1.591,-0.218,0.328
2,1822678275,1.648,-0.232,0.337
2,1822678420,1.715,-0.245,0.363
2,1822680009,2.285,-0.499,0.356
2,1822679431,2.126,-0.407,0.351
2,1822679576,2.156,-0.402,0.38
