Channel,Timestamp,X,Y,Z
0,1822387358,0.298,0.447,-0.838
0,1822387502,0.297,0.453,-0.83
0,1822387647,0.291,0.426,-0.829
0,1822389238,0.249,0.422,-0.842
0,1822389382,0.243,0.421,-0.854
0,1822388804,0.264,0.43,-0.817
0,1822388948,0.259,0.43,-0.814
0,1822389093,0.228,0.387,-0.844
0,1822390683,0.223,0.386,-0.845
0,1822390828,0.22,0.384,-0.845
0,1822390249,0.238,0.362,-0.812
0,1822391839,0.194,0.365,-0.814
0,1822391984,0.194,0.359,-0.827
0,1822392129,0.182,0.36,-0.841
0,1822392273,0.173,0.358,-0.846
0,1822391695,0.203,0.337,-0.843
0,1822393285,0.157,0.339,-0.833
0,1822393430,0.157,0.339,-0.829
0,1822393574,0.147,0.338,-0.835
0,1822393719,0.148,0.343,-0.848
2,1822384571,1.353,-0.043,0.09
2,1822384715,1.269,-0.023,0.058
2,1822384860,1.201,0.015,0.018
2,1822386450,0.391,0.269,-0.302
2,1822386594,0.31,0.299,-0.298
2,1822386016,0.596,0.222,-0.177
2,1822386161,0.524,0.254,-0.215
2,1822386305,0.46,0.258,-0.475
2,1822387895,-0.201,0.402,-0.469
2,1822388040,-0.237,0.39,-0.489
2,1822387462,-0.048,0.362,-0.45
2,1822387606,-0.091,0.379,-0.48
2,1822387751,-0.149,0.403,-0.517
2,1822389341,-0.452,0.405,-0.516
2,1822389485,-0.462,0.413,-0.526
2,1822388907,-0.414,0.433,-0.552
2,1822389051,-0.436,0.413,-0.543
2,1822389196,-0.341,0.397,-0.345
2,1822390786,-0.299,0.397,-0.332
2,1822390931,-0.266,0.375,-0.293
2,1822390353,-0.376,0.301,-0.076
2,1822391943,0.101,0.281,-0.039
2,1822392087,0.17,0.266,-0.023
2,1822392232,0.237,0.252,0.01
2,1822392376,0.308,0.23,0.045
2,1822391798,0.04,0.128,0.203
2,1822393388,0.823,0.093,0.215
2,1822393533,0.905,0.044,0.242
2,1822393677,0.979,0.015,0.273
2,1822393822,1.056,-0.001,0.295
0,1822393141,0.127,0.341,-0.896
0,1822394731,0.133,0.336,-0.889
0,1822394876,0.141,0.333,-0.884
0,1822395020,0.151,0.336,-0.88
0,1822395165,0.149,0.338,-0.873
0,1822396032,0.138,0.346,-0.905
0,1822396177,0.145,0.352,-0.899
0,1822396321,0.152,0.353,-0.89
0,1822396466,0.15,0.356,-0.885
0,1822396611,0.157,0.359,-0.885
0,1822396755,0.157,0.363,-0.878
0,1822396900,0.159,0.364,-0.88
0,1822397045,0.166,0.369,-0.887
0,1822397189,0.166,0.372,-0.891
0,1822397334,0.166,0.375,-0.899
0,1822398201,0.191,0.391,-0.881
0,1822398346,0.198,0.394,-0.886
0,1822398490,0.201,0.398,-0.889
0,1822398635,0.206,0.405,-0.886
0,1822398780,0.207,0.41,-0.887
0,1822399647,0.224,0.417,-0.92
0,1822399792,0.228,0.426,-0.911
0,1822399937,0.237,0.429,-0.908
0,1822400081,0.243,0.427,-0.898
0,1822400226,0.248,0.434,-0.897
0,1822401094,0.27,0.442,-0.869
0,1822401238,0.281,0.447,-0.859
0,1822401383,0.296,0.45,-0.855
0,1822401527,0.298,0.45,-0.853
0,1822401672,0.289,0.454,-0.854
2,1822393243,1.537,-0.203,0.326
2,1822394833,1.602,-0.221,0.329
2,1822394978,1.655,-0.234,0.337
2,1822395122,1.723,-0.244,0.339
2,1822395267,1.791,-0.25,0.333
2,1822396134,2.128,-0.404,0.355
2,1822396279,2.162,-0.413,0.377
2,1822396423,2.208,-0.434,0.368
2,1822396568,2.251,-0.473,0.36
2,1822396712,2.292,-0.509,0.36
2,1822396857,2.322,-0.513,0.368
2,1822397001,2.34,-0.508,0.375
2,1822397146,2.37,-0.499,0.372
2,1822397290,2.384,-0.499,0.379
2,1822397435,2.381,-0.508,0.382
2,1822398302,2.388,-0.508,0.361
2,1822398447,2.362,-0.497,0.35
2,1822398591,2.336,-0.48,0.351
2,1822398736,2.313,-0.472,0.357
2,1822398880,2.293,-0.459,0.347
2,1822399747,2.036,-0.312,0.275
2,1822399892,1.987,-0.293,0.269
2,1822400036,1.934,-0.272,0.266
2,1822400181,1.869,-0.256,0.25
2,1822400325,1.81,-0.237,0.215
2,1822401192,1.378,-0.051,0.093
2,1822401337,1.298,-0.035,0.071
2,1822401481,1.229,-0.001,0.032
2,1822401626,1.159,0.05,-0.005
2,1822401770,1.066,0.096,-0.02
0,1822402539,0.298,0.463,-0.868
0,1822402684,0.303,0.46,-0.859
0,1822402828,0.3,0.461,-0.852
0,1822402973,0.297,0.465,-0.843
0,1822403117,0.286,0.458,-0.828
0,1822403985,0.298,0.449,-0.843
0,1822404129,0.294,0.448,-0.837
0,1822404274,0.289,0.448,-0.829
0,1822404419,0.286,0.443,-0.829
0,1822404563,0.284,0.425,-0.843
0,1822405430,0.275,0.432,-0.819
0,1822405575,0.265,0.433,-0.822
0,1822405719,0.261,0.432,-0.821
0,1822405864,0.26,0.425,-0.827
0,1822406008,0.221,0.385,-0.844
0,1822406876,0.233,0.395,-0.856
0,1822407020,0.237,0.392,-0.855
0,1822407165,0.237,0.387,-0.846
0,1822407309,0.226,0.386,-0.843
0,1822408900,0.167,0.357,-0.846
0,1822408321,0.2,0.371,-0.818
0,1822408466,0.195,0.366,-0.823
0,1822408611,0.192,0.362,-0.824
0,1822408755,0.185,0.359,-0.835
0,1822410346,0.146,0.34,-0.844
0,1822409767,0.162,0.337,-0.841
0,1822409912,0.155,0.338,-0.833
0,1822410056,0.151,0.341,-0.831
0,1822410201,0.147,0.338,-0.879
0,1822411791,0.151,0.346,-0.874
2,1822402638,0.628,0.217,-0.164
2,1822402782,0.551,0.244,-0.194
2,1822402927,0.49,0.26,-0.255
2,1822403071,0.417,0.261,-0.299
2,1822403216,0.331,0.293,-0.483
2,1822404083,-0.033,0.36,-0.435
2,1822404228,-0.08,0.383,-0.472
2,1822404372,-0.134,0.394,-0.482
2,1822404516,-0.185,0.404,-0.473
2,1822404661,-0.451,0.404,-0.52
2,1822405528,-0.406,0.432,-0.545
2,1822405672,-0.426,0.421,-0.546
2,1822405817,-0.441,0.403,-0.526
2,1822405961,-0.443,0.398,-0.516
2,1822407551,-0.264,0.384,-0.313
2,1822406973,-0.384,0.364,-0.414
2,1822407117,-0.367,0.381,-0.372
2,1822407262,-0.344,0.39,-0.349
2,1822407406,-0.303,0.393,-0.339
2,1822408996,0.289,0.236,0.041
2,1822408418,0.025,0.307,-0.09
2,1822408563,0.085,0.288,-0.05
2,1822408707,0.15,0.274,-0.027
2,1822408852,0.222,0.029,0.271
2,1822410442,1.034,-0.006,0.297
2,1822409864,0.724,0.131,0.206
2,1822410008,0.808,0.097,0.218
2,1822410153,0.888,0.061,0.233
2,1822410297,0.961,-0.238,0.337
2,1822411887,1.774,-0.25,0.333
0,1822411213,0.13,0.34,-0.891
0,1822411358,0.125,0.341,-0.892
0,1822411502,0.134,0.336,-0.887
0,1822411647,0.142,0.353,-0.892
0,1822413237,0.146,0.356,-0.885
0,1822412659,0.138,0.347,-0.901
0,1822412803,0.148,0.347,-0.902
0,1822412948,0.15,0.349,-0.897
0,1822414538,0.17,0.391,-0.901
0,1822414683,0.178,0.394,-0.898
0,1822414104,0.169,0.378,-0.889
0,1822414249,0.167,0.383,-0.9
0,1822414393,0.167,0.388,-0.904
0,1822415983,0.213,0.414,-0.924
0,1822416128,0.215,0.42,-0.927
0,1822415550,0.211,0.411,-0.886
0,1822415694,0.215,0.414,-0.901
0,1822415839,0.212,0.415,-0.904
0,1822417429,0.26,0.44,-0.904
0,1822417574,0.265,0.443,-0.893
0,1822416995,0.263,0.432,-0.892
0,1822417140,0.261,0.424,-0.902
0,1822417285,0.259,0.462,-0.856
0,1822418875,0.283,0.462,-0.863
0,1822419020,0.284,0.464,-0.867
0,1822418441,0.283,0.453,-0.847
0,1822418586,0.278,0.459,-0.85
0,1822418731,0.286,0.461,-0.834
0,1822420321,0.284,0.458,-0.84
0,1822420465,0.292,0.452,-0.842
2,1822411309,1.512,-0.184,0.336
2,1822411454,1.58,-0.22,0.329
2,1822411598,1.64,-0.229,0.335
2,1822411743,2.24,-0.462,0.365
2,1822413333,2.278,-0.502,0.362
2,1822412754,2.118,-0.407,0.353
2,1822412899,2.157,-0.404,0.373
2,1822413043,2.2,-0.422,0.375
2,1822414633,2.412,-0.525,0.367
2,1822414778,2.401,-0.512,0.376
2,1822414200,2.396,-0.523,0.382
2,1822414344,2.407,-0.535,0.365
2,1822414489,2.418,-0.539,0.318
2,1822416079,2.146,-0.394,0.318
2,1822416224,2.098,-0.359,0.305
2,1822415646,2.281,-0.453,0.335
2,1822415790,2.245,-0.44,0.323
2,1822415935,2.195,-0.422,0.165
2,1822417525,1.542,-0.086,0.143
2,1822417669,1.477,-0.073,0.121
2,1822417091,1.759,-0.221,0.203
2,1822417236,1.687,-0.176,0.185
2,1822417380,0.865,0.137,-0.09
2,1822418970,0.811,0.136,-0.145
2,1822419115,0.744,0.176,-0.17
2,1822418537,1.005,0.12,-0.022
2,1822418681,0.927,0.13,-0.04
2,1822420271,0.187,0.331,-0.376
2,1822420416,0.11,0.333,-0.398
2,1822420560,0.033,0.35,-0.397
0,1822419887,0.293,0.461,-0.831
0,1822420032,0.289,0.462,-0.827
0,1822421622,0.279,0.447,-0.824
0,1822421766,0.278,0.443,-0.825
0,1822421911,0.281,0.44,-0.822
0,1822421333,0.252,0.421,-0.842
0,1822422923,0.246,0.417,-0.849
0,1822423068,0.231,0.408,-0.861
0,1822423212,0.226,0.41,-0.866
0,1822423357,0.227,0.405,-0.863
0,1822423501,0.231,0.396,-0.86
0,1822423646,0.233,0.392,-0.863
0,1822423791,0.23,0.387,-0.857
0,1822423935,0.233,0.384,-0.857
0,1822424080,0.224,0.387,-0.849
0,1822424947,0.202,0.37,-0.818
0,1822425092,0.202,0.363,-0.816
0,1822425236,0.2,0.359,-0.821
0,1822425381,0.188,0.357,-0.825
0,1822425525,0.182,0.357,-0.84
0,1822426393,0.162,0.341,-0.855
0,1822426538,0.162,0.344,-0.843
0,1822426682,0.16,0.345,-0.838
0,1822426827,0.155,0.344,-0.83
0,1822426971,0.147,0.342,-0.834
0,1822427839,0.134,0.342,-0.892
0,1822427983,0.134,0.34,-0.895
0,1822428128,0.136,0.339,-0.891
0,1822428273,0.138,0.343,-0.891
0,1822428417,0.144,0.339,-0.879
2,1822419982,0.288,0.299,-0.292
2,1822420127,0.242,0.319,-0.328
2,1822421717,-0.325,0.403,-0.536
2,1822421861,-0.369,0.418,-0.516
2,1822422006,-0.399,0.438,-0.52
2,1822422873,-0.461,0.417,-0.532
2,1822423017,-0.47,0.429,-0.499
2,1822423162,-0.476,0.436,-0.463
2,1822423306,-0.451,0.424,-0.457
2,1822423451,-0.416,0.4,-0.456
2,1822423595,-0.393,0.376,-0.433
2,1822423740,-0.379,0.373,-0.389
2,1822423884,-0.358,0.392,-0.352
2,1822424029,-0.319,0.397,-0.337
2,1822424174,-0.281,0.386,-0.321
2,1822425041,0.003,0.309,-0.107
2,1822425185,0.058,0.29,-0.051
2,1822425330,0.124,0.268,-0.034
2,1822425474,0.196,0.265,-0.012
2,1822425619,0.27,0.244,0.025
2,1822426486,0.691,0.14,0.209
2,1822426631,0.77,0.111,0.209
2,1822426775,0.858,0.07,0.224
2,1822426920,0.937,0.04,0.259
2,1822427064,1.009,0.015,0.292
2,1822427931,1.488,-0.17,0.331
2,1822428076,1.56,-0.211,0.326
2,1822428220,1.621,-0.224,0.333
2,1822428365,1.681,-0.239,0.339
2,1822428509,1.753,-0.249,0.338
0,1822429285,0.143,0.346,-0.895
0,1822429429,0.15,0.348,-0.899
0,1822429574,0.147,0.348,-0.899
0,1822429718,0.147,0.35,-0.891
0,1822429863,0.152,0.359,-0.884
0,1822430730,0.168,0.371,-0.901
0,1822430875,0.166,0.376,-0.903
0,1822431019,0.165,0.381,-0.901
0,1822431164,0.168,0.385,-0.903
0,1822431309,0.175,0.386,-0.941
0,1822432176,0.21,0.408,-0.89
0,1822432321,0.211,0.415,-0.902
0,1822432465,0.211,0.419,-0.911
0,1822432610,0.206,0.42,-0.929
0,1822432755,0.21,0.438,-0.893
0,1822433622,0.253,0.427,-0.891
0,1822433767,0.251,0.428,-0.901
0,1822433911,0.251,0.43,-0.903
0,1822434056,0.254,0.431,-0.902
0,1822434201,0.252,0.463,-0.868
0,1822435068,0.286,0.453,-0.851
0,1822435213,0.283,0.458,-0.858
0,1822435357,0.28,0.461,-0.864
0,1822435502,0.28,0.462,-0.867
0,1822435646,0.286,0.457,-0.847
0,1822436514,0.294,0.463,-0.834
0,1822436659,0.286,0.465,-0.834
0,1822436803,0.283,0.464,-0.835
0,1822436948,0.284,0.463,-0.842
0,1822438538,0.272,0.438,-0.832
2,1822429376,2.101,-0.405,0.349
2,1822429521,2.138,-0.408,0.365
2,1822429665,2.182,-0.416,0.375
2,1822429810,2.23,-0.446,0.362
2,1822429954,2.271,-0.487,0.377
2,1822430821,2.384,-0.512,0.381
2,1822430966,2.398,-0.522,0.371
2,1822431110,2.415,-0.53,0.363
2,1822431255,2.417,-0.526,0.364
2,1822431399,2.404,-0.372,0.308
2,1822432267,2.281,-0.458,0.339
2,1822432411,2.253,-0.44,0.32
2,1822432556,2.208,-0.428,0.313
2,1822432701,2.164,-0.41,0.317
2,1822432845,2.115,-0.085,0.127
2,1822433712,1.78,-0.23,0.209
2,1822433857,1.715,-0.19,0.187
2,1822434001,1.635,-0.139,0.173
2,1822434146,1.564,-0.096,0.152
2,1822435735,0.766,0.155,-0.17
2,1822435157,1.035,0.114,-0.028
2,1822435302,0.953,0.123,-0.036
2,1822435446,0.889,0.128,-0.072
2,1822435591,0.825,0.139,-0.133
2,1822437181,0.067,0.347,-0.392
2,1822436603,0.311,0.302,-0.296
2,1822436747,0.259,0.313,-0.315
2,1822436892,0.214,0.328,-0.357
2,1822437036,0.149,0.331,-0.527
2,1822438625,-0.383,0.431,-0.514
0,1822437960,0.29,0.447,-0.819
0,1822438105,0.288,0.445,-0.823
0,1822438249,0.281,0.444,-0.827
0,1822438394,0.275,0.44,-0.832
0,1822439984,0.231,0.405,-0.853
0,1822439406,0.258,0.423,-0.825
0,1822439550,0.26,0.415,-0.828
0,1822439695,0.246,0.417,-0.833
0,1822439839,0.236,0.411,-0.827
0,1822441429,0.203,0.377,-0.83
0,1822440851,0.22,0.385,-0.853
0,1822440996,0.209,0.381,-0.843
0,1822441140,0.213,0.377,-0.831
0,1822441285,0.207,0.348,-0.864
0,1822442875,0.167,0.346,-0.87
0,1822442297,0.175,0.359,-0.842
0,1822442441,0.175,0.356,-0.85
0,1822442586,0.17,0.352,-0.856
0,1822444176,0.139,0.342,-0.873
0,1822444321,0.138,0.343,-0.877
0,1822443743,0.153,0.337,-0.842
0,1822443887,0.151,0.338,-0.85
0,1822444032,0.146,0.346,-0.858
0,1822445622,0.134,0.344,-0.875
0,1822445767,0.139,0.352,-0.887
0,1822445188,0.149,0.343,-0.873
0,1822445333,0.148,0.343,-0.868
0,1822445477,0.139,0.336,-0.881
0,1822447068,0.167,0.373,-0.889
0,1822447212,0.171,0.37,-0.895
2,1822438047,-0.237,0.385,-0.496
2,1822438192,-0.271,0.385,-0.528
2,1822438336,-0.313,0.4,-0.54
2,1822438481,-0.359,0.432,-0.455
2,1822440070,-0.422,0.403,-0.451
2,1822439492,-0.452,0.42,-0.526
2,1822439637,-0.461,0.429,-0.512
2,1822439781,-0.463,0.436,-0.479
2,1822439926,-0.45,0.317,-0.19
2,1822441515,-0.05,0.323,-0.163
2,1822440937,-0.252,0.373,-0.292
2,1822441082,-0.214,0.35,-0.233
2,1822441226,-0.155,0.326,-0.201
2,1822442816,0.531,0.164,0.136
2,1822442960,0.604,0.152,0.175
2,1822442382,0.318,0.226,0.05
2,1822442527,0.394,0.201,0.082
2,1822442671,0.469,0.182,0.308
2,1822444262,1.293,-0.043,0.325
2,1822444406,1.372,-0.093,0.343
2,1822443828,1.071,-0.006,0.302
2,1822443972,1.155,-0.025,0.302
2,1822444117,1.222,-0.029,0.364
2,1822445707,1.992,-0.393,0.364
2,1822445852,2.048,-0.412,0.346
2,1822445273,1.804,-0.247,0.337
2,1822445418,1.864,-0.288,0.354
2,1822445562,1.922,-0.503,0.373
2,1822447152,2.374,-0.5,0.372
2,1822447297,2.384,-0.501,0.37
0,1822446634,0.157,0.358,-0.879
0,1822446779,0.159,0.364,-0.88
0,1822446923,0.164,0.394,-0.891
0,1822448514,0.194,0.397,-0.885
0,1822448658,0.203,0.398,-0.883
0,1822448080,0.181,0.391,-0.896
0,1822448224,0.185,0.386,-0.897
0,1822448369,0.188,0.424,-0.912
0,1822449959,0.236,0.429,-0.899
0,1822450104,0.242,0.431,-0.892
0,1822449526,0.213,0.416,-0.934
0,1822449670,0.213,0.421,-0.925
0,1822449815,0.277,0.444,-0.861
0,1822451405,0.287,0.441,-0.85
0,1822451550,0.293,0.442,-0.85
0,1822450971,0.257,0.438,-0.886
0,1822451116,0.268,0.442,-0.863
0,1822452706,0.296,0.459,-0.857
0,1822452851,0.292,0.46,-0.849
0,1822452995,0.287,0.462,-0.839
0,1822453140,0.283,0.463,-0.837
0,1822453284,0.286,0.463,-0.834
0,1822453429,0.281,0.46,-0.83
0,1822453574,0.284,0.458,-0.833
0,1822453718,0.291,0.455,-0.838
0,1822454586,0.283,0.453,-0.821
0,1822454730,0.282,0.449,-0.823
0,1822454875,0.28,0.443,-0.826
0,1822455019,0.273,0.441,-0.827
0,1822455164,0.273,0.436,-0.823
2,1822446719,2.3,-0.508,0.362
2,1822446863,2.33,-0.515,0.369
2,1822447008,2.365,-0.505,0.349
2,1822448598,2.341,-0.486,0.35
2,1822448742,2.313,-0.469,0.351
2,1822448164,2.395,-0.513,0.372
2,1822448309,2.385,-0.513,0.355
2,1822449898,1.98,-0.285,0.276
2,1822450043,1.927,-0.271,0.265
2,1822450187,1.871,-0.26,0.247
2,1822449609,2.077,-0.343,0.29
2,1822449754,2.028,-0.308,0.096
2,1822451343,1.3,-0.034,0.075
2,1822451488,1.223,0.005,0.032
2,1822451632,1.141,0.06,-0.002
2,1822451054,1.461,-0.067,0.109
2,1822451199,1.38,0.213,-0.166
2,1822452789,0.545,0.242,-0.205
2,1822452933,0.476,0.261,-0.264
2,1822453078,0.402,0.262,-0.304
2,1822453222,0.32,0.287,-0.302
2,1822453367,0.266,0.301,-0.305
2,1822453511,0.224,0.334,-0.347
2,1822453656,0.166,0.327,-0.38
2,1822453800,0.089,0.343,-0.394
2,1822454667,-0.232,0.384,-0.475
2,1822454812,-0.261,0.379,-0.523
2,1822454957,-0.301,0.389,-0.549
2,1822455101,-0.343,0.406,-0.534
2,1822455246,-0.378,0.426,-0.517
0,1822456031,0.257,0.425,-0.827
0,1822456176,0.252,0.422,-0.832
0,1822456320,0.245,0.415,-0.842
0,1822456465,0.237,0.408,-0.853
0,1822456610,0.232,0.409,-0.864
0,1822457477,0.219,0.386,-0.84
0,1822457622,0.213,0.387,-0.836
0,1822457766,0.205,0.383,-0.841
0,1822457911,0.195,0.379,-0.837
0,1822458055,0.197,0.37,-0.837
0,1822458923,0.188,0.357,-0.832
0,1822459067,0.18,0.357,-0.843
0,1822459212,0.171,0.353,-0.855
0,1822459357,0.177,0.352,-0.866
0,1822459501,0.172,0.349,-0.864
0,1822460369,0.155,0.339,-0.837
0,1822460513,0.152,0.341,-0.842
0,1822460658,0.148,0.341,-0.853
0,1822460802,0.144,0.341,-0.857
0,1822460947,0.135,0.342,-0.88
0,1822461814,0.144,0.347,-0.878
0,1822461959,0.143,0.347,-0.873
0,1822462104,0.141,0.342,-0.87
0,1822462248,0.137,0.345,-0.873
0,1822462393,0.137,0.364,-0.886
0,1822463260,0.153,0.36,-0.884
0,1822463405,0.157,0.364,-0.883
0,1822463549,0.158,0.366,-0.882
0,1822463694,0.165,0.364,-0.882
0,1822463838,0.165,0.407,-0.887
2,1822456113,-0.453,0.407,-0.525
2,1822456257,-0.462,0.423,-0.516
2,1822456402,-0.467,0.442,-0.488
2,1822456546,-0.463,0.439,-0.464
2,1822456691,-0.437,0.412,-0.454
2,1822457558,-0.27,0.38,-0.303
2,1822457702,-0.232,0.36,-0.253
2,1822457847,-0.184,0.329,-0.211
2,1822457992,-0.126,0.318,-0.193
2,1822458136,-0.074,0.32,-0.18
2,1822459004,0.287,0.235,0.04
2,1822459148,0.368,0.205,0.076
2,1822459293,0.438,0.183,0.101
2,1822459437,0.501,0.171,0.128
2,1822459582,0.571,0.159,0.334
2,1822460449,1.038,-0.001,0.301
2,1822460594,1.123,-0.021,0.298
2,1822460738,1.198,-0.024,0.294
2,1822460883,1.259,-0.043,0.311
2,1822461027,1.341,-0.405,0.35
2,1822461895,1.775,-0.243,0.339
2,1822462039,1.832,-0.272,0.349
2,1822462184,1.888,-0.324,0.365
2,1822462328,1.956,-0.375,0.363
2,1822462473,2.368,-0.5,0.374
2,1822463339,2.282,-0.497,0.356
2,1822463484,2.32,-0.511,0.368
2,1822463629,2.34,-0.507,0.375
2,1822463773,2.364,-0.499,0.376
2,1822465363,2.314,-0.476,0.354
0,1822464706,0.181,0.387,-0.901
0,1822464850,0.186,0.388,-0.896
0,1822464995,0.188,0.392,-0.891
0,1822465139,0.197,0.398,-0.887
0,1822465284,0.242,0.424,-0.894
0,1822466152,0.217,0.417,-0.928
0,1822466296,0.216,0.421,-0.928
0,1822466441,0.218,0.42,-0.914
0,1822466585,0.226,0.423,-0.903
0,1822468176,0.293,0.443,-0.848
0,1822467597,0.256,0.434,-0.883
0,1822467742,0.268,0.434,-0.869
0,1822467886,0.276,0.432,-0.865
0,1822468031,0.286,0.44,-0.855
0,1822469621,0.293,0.458,-0.848
0,1822469043,0.281,0.458,-0.863
0,1822469187,0.288,0.456,-0.867
0,1822469332,0.295,0.463,-0.864
0,1822469477,0.301,0.448,-0.836
0,1822471067,0.289,0.443,-0.825
0,1822470488,0.293,0.451,-0.847
0,1822470633,0.3,0.453,-0.847
0,1822470778,0.294,0.447,-0.84
0,1822470922,0.265,0.43,-0.824
0,1822472512,0.26,0.423,-0.821
0,1822471934,0.271,0.439,-0.827
0,1822472079,0.271,0.44,-0.827
0,1822472223,0.269,0.439,-0.826
0,1822473813,0.232,0.392,-0.86
0,1822473958,0.228,0.389,-0.855
2,1822464785,2.391,-0.516,0.381
2,1822464929,2.38,-0.518,0.366
2,1822465074,2.369,-0.506,0.346
2,1822465218,2.341,-0.489,0.264
2,1822466809,1.885,-0.26,0.253
